our_price,competitor_price,rpi,price_gap,days_since_last_purchase,user_loyalty,purchased
93.9,217.96,0.431,-124.05,3,1,1
81.92,224.13,0.365,-142.21,31,8,1
50.35,21.87,2.302,28.48,15,9,0
10.91,18.7,0.583,-7.8,27,8,1
79.47,30.89,2.573,48.59,43,1,0
49.99,78.22,0.639,-28.23,1,6,1
112.85,303.58,0.372,-190.74,1,9,1
13.35,17.04,0.784,-3.69,22,9,1
91.88,258.87,0.355,-167.0,28,7,1
141.81,283.99,0.499,-142.18,12,7,1
34.42,97.13,0.354,-62.72,6,4,1
76.03,178.24,0.427,-102.21,14,7,1
22.8,13.21,1.726,9.59,5,10,0
97.6,90.19,1.082,7.41,3,5,1
87.07,118.79,0.733,-31.72,9,10,1
67.03,50.9,1.317,16.14,3,5,0
82.99,135.8,0.611,-52.81,9,1,1
135.52,213.13,0.636,-77.61,43,2,1
37.48,108.02,0.347,-70.54,25,9,1
13.16,19.36,0.68,-6.2,39,2,0
130.63,316.29,0.413,-185.65,22,10,1
90.8,258.15,0.352,-167.35,6,2,1
134.69,359.34,0.375,-224.65,23,9,1
93.57,80.79,1.158,12.78,35,3,0
123.42,202.32,0.61,-78.9,41,2,1
70.15,86.91,0.807,-16.76,16,7,1
114.98,158.63,0.725,-43.65,3,9,1
137.83,175.61,0.785,-37.79,1,6,1
90.1,228.05,0.395,-137.95,2,7,1
35.31,53.7,0.658,-18.39,47,3,0
47.63,81.64,0.583,-34.01,8,3,1
37.81,111.64,0.339,-73.83,27,8,1
44.56,20.58,2.165,23.98,8,7,0
52.9,85.56,0.618,-32.66,15,5,1
87.72,209.64,0.418,-121.93,1,6,1
92.32,65.37,1.412,26.94,4,9,0
69.71,136.01,0.513,-66.3,8,3,1
96.16,91.02,1.056,5.14,13,3,0
21.42,56.59,0.379,-35.17,2,6,1
22.29,26.37,0.845,-4.08,20,8,1
34.06,40.47,0.841,-6.42,6,5,1
82.53,158.06,0.522,-75.53,23,1,1
39.96,31.79,1.257,8.17,1,3,1
49.66,53.1,0.935,-3.44,15,8,1
66.04,94.11,0.702,-28.06,4,4,1
123.66,155.17,0.797,-31.51,22,9,1
11.94,20.5,0.582,-8.56,7,6,1
100.91,193.65,0.521,-92.74,15,10,1
103.64,189.67,0.546,-86.02,38,4,1
121.81,251.69,0.484,-129.88,1,4,1
140.59,158.99,0.884,-18.41,1,10,1
12.82,8.22,1.559,4.6,20,5,0
31.53,74.23,0.425,-42.7,14,7,1
134.06,348.18,0.385,-214.11,4,7,1
74.19,73.74,1.006,0.45,9,10,1
89.04,124.58,0.715,-35.54,1,7,1
102.82,169.26,0.607,-66.44,2,5,1
105.07,182.82,0.575,-77.75,7,9,1
140.44,292.21,0.481,-151.77,25,2,1
149.57,61.67,2.425,87.9,9,8,0
110.82,249.13,0.445,-138.3,12,10,1
50.21,23.46,2.14,26.75,28,8,0
133.17,208.32,0.639,-75.16,5,3,1
16.89,42.81,0.395,-25.92,16,5,1
42.35,64.3,0.659,-21.95,27,8,1
135.63,95.29,1.423,40.35,3,10,1
45.87,135.75,0.338,-89.88,6,9,1
40.89,110.45,0.37,-69.56,54,7,1
29.34,69.9,0.42,-40.56,57,4,1
130.28,183.83,0.709,-53.55,3,4,1
80.01,63.72,1.256,16.29,1,3,0
104.49,296.93,0.352,-192.44,4,8,1
43.47,75.52,0.576,-32.05,7,6,0
116.13,302.08,0.384,-185.96,8,10,1
116.4,142.43,0.817,-26.03,13,6,1
53.76,64.8,0.83,-11.04,32,10,1
67.5,199.85,0.338,-132.36,5,10,1
39.36,67.26,0.585,-27.9,26,9,1
146.72,99.75,1.471,46.97,1,3,0
100.38,89.66,1.12,10.73,1,4,0
140.84,225.51,0.625,-84.68,9,3,1
52.47,21.76,2.412,30.71,1,3,0
119.46,185.03,0.646,-65.57,6,1,1
117.22,167.76,0.699,-50.54,31,10,1
106.83,256.85,0.416,-150.01,3,6,0
145.19,182.7,0.795,-37.51,17,9,1
65.1,192.23,0.339,-127.13,5,5,1
28.3,22.3,1.269,6.0,1,10,1
104.04,197.22,0.528,-93.18,11,2,1
112.1,60.78,1.844,51.32,25,10,0
90.51,206.49,0.438,-115.98,7,4,1
38.95,116.31,0.335,-77.36,13,6,1
80.62,202.5,0.398,-121.88,32,7,1
53.71,96.69,0.555,-42.99,21,7,1
69.85,112.37,0.622,-42.52,3,4,1
100.33,256.3,0.391,-155.97,18,10,1
114.33,323.23,0.354,-208.9,9,10,1
42.51,126.3,0.337,-83.78,19,5,1
66.75,91.49,0.73,-24.74,9,4,1
47.68,141.88,0.336,-94.2,1,10,1
37.81,27.26,1.387,10.55,11,6,0
119.67,117.83,1.016,1.84,9,7,0
137.3,74.19,1.851,63.11,10,2,0
61.83,63.92,0.967,-2.08,29,10,1
115.18,273.37,0.421,-158.19,31,3,1
135.58,352.9,0.384,-217.32,8,8,1
128.46,308.68,0.416,-180.23,8,7,1
35.59,71.33,0.499,-35.73,10,1,1
143.88,242.83,0.593,-98.95,10,4,1
62.73,138.86,0.452,-76.13,42,5,1
57.49,77.92,0.738,-20.42,14,3,1
18.74,48.19,0.389,-29.45,4,4,1
78.06,166.15,0.47,-88.09,10,10,1
25.26,55.17,0.458,-29.91,13,10,1
44.8,78.26,0.572,-33.46,14,10,1
54.37,146.27,0.372,-91.9,12,7,1
123.24,120.83,1.02,2.41,2,8,1
132.57,176.2,0.752,-43.63,1,9,1
52.35,125.61,0.417,-73.26,5,2,1
130.22,212.31,0.613,-82.09,7,4,1
130.01,351.15,0.37,-221.14,1,1,1
117.05,144.59,0.81,-27.54,23,3,0
30.54,39.61,0.771,-9.08,5,8,1
106.65,287.9,0.37,-181.25,34,7,1
142.3,221.11,0.644,-78.81,2,8,1
105.56,178.76,0.59,-73.21,1,6,1
56.43,67.62,0.834,-11.2,9,5,0
80.08,83.85,0.955,-3.76,2,10,1
100.4,207.94,0.483,-107.54,38,9,1
81.48,50.81,1.604,30.67,1,5,0
26.79,71.65,0.374,-44.85,7,9,1
53.69,129.06,0.416,-75.37,36,4,1
122.34,99.71,1.227,22.63,6,5,0
130.6,283.9,0.46,-153.3,1,1,1
29.22,56.31,0.519,-27.09,5,6,1
143.33,114.42,1.253,28.92,9,3,0
56.04,58.14,0.964,-2.11,2,10,1
102.72,144.25,0.712,-41.53,8,2,0
115.26,252.17,0.457,-136.92,25,6,1
123.67,250.38,0.494,-126.71,28,1,0
142.4,247.36,0.576,-104.96,1,9,1
53.81,127.78,0.421,-73.97,2,5,1
130.19,305.48,0.426,-175.29,4,7,1
28.44,55.97,0.508,-27.53,12,10,1
108.71,263.6,0.412,-154.89,6,9,1
113.88,136.94,0.832,-23.06,26,9,1
104.88,281.02,0.373,-176.13,17,7,1
45.32,88.85,0.51,-43.52,1,4,0
132.23,333.26,0.397,-201.03,13,4,1
33.64,59.71,0.563,-26.07,1,7,1
17.51,15.58,1.124,1.93,4,8,1
110.45,194.88,0.567,-84.44,2,7,1
76.57,99.69,0.768,-23.12,2,10,1
128.87,281.36,0.458,-152.49,13,4,1
63.68,100.9,0.631,-37.23,11,4,1
33.56,85.83,0.391,-52.27,2,8,1
127.1,270.83,0.469,-143.73,64,9,1
86.85,186.57,0.465,-99.72,7,7,1
36.49,32.34,1.128,4.15,1,3,0
110.85,327.85,0.338,-216.99,1,10,1
81.56,209.8,0.389,-128.25,12,1,1
94.6,229.92,0.411,-135.31,54,5,1
74.53,88.8,0.839,-14.28,11,6,1
126.02,220.06,0.573,-94.04,41,9,1
126.14,84.54,1.492,41.6,8,5,0
109.31,191.72,0.57,-82.41,8,1,1
24.76,17.18,1.441,7.58,9,4,0
127.44,228.52,0.558,-101.09,16,2,1
103.94,213.24,0.487,-109.3,6,4,1
107.58,145.62,0.739,-38.03,27,7,1
60.82,100.11,0.608,-39.29,1,9,1
133.1,354.61,0.375,-221.51,8,3,1
111.55,66.16,1.686,45.39,10,3,0
25.76,62.8,0.41,-37.04,13,4,1
67.09,51.06,1.314,16.03,4,7,0
134.09,53.52,2.506,80.58,7,6,0
16.61,13.3,1.248,3.3,9,5,0
144.6,342.06,0.423,-197.47,16,4,1
105.08,146.47,0.717,-41.39,20,8,1
98.39,261.31,0.377,-162.92,18,4,1
47.88,82.19,0.583,-34.31,5,3,1
44.83,16.14,2.777,28.69,90,7,0
141.89,317.14,0.447,-175.25,26,2,1
51.76,30.93,1.673,20.83,4,4,0
118.57,288.28,0.411,-169.71,3,8,1
65.04,49.03,1.326,16.01,5,4,0
29.5,36.36,0.811,-6.86,8,10,1
11.5,27.09,0.425,-15.59,26,7,1
86.2,247.94,0.348,-161.74,21,2,1
146.61,191.01,0.768,-44.4,26,5,1
61.68,156.63,0.394,-94.95,4,4,1
60.01,48.91,1.227,11.09,12,9,0
58.17,144.23,0.403,-86.06,4,7,1
82.88,171.99,0.482,-89.11,1,9,1
71.69,58.82,1.219,12.88,16,10,1
133.19,148.74,0.895,-15.55,2,7,0
80.77,52.97,1.525,27.8,15,2,0
81.09,108.17,0.75,-27.08,14,2,1
29.37,24.96,1.177,4.41,23,2,0
147.58,300.89,0.49,-153.31,2,5,1
45.0,134.32,0.335,-89.32,21,1,1
20.27,6.74,3.008,13.53,90,7,0
102.84,181.05,0.568,-78.21,26,2,1
93.35,172.6,0.541,-79.25,19,4,1
68.12,188.58,0.361,-120.46,15,9,1
69.11,115.15,0.6,-46.04,7,8,1
119.91,212.0,0.566,-92.09,18,10,1
37.4,58.85,0.636,-21.45,18,2,1
124.84,128.09,0.975,-3.25,13,4,1
100.82,45.5,2.216,55.32,22,4,0
68.66,96.35,0.713,-27.69,8,2,1
74.12,32.76,2.262,41.36,1,2,0
45.93,82.05,0.56,-36.12,11,5,1
115.3,130.25,0.885,-14.95,4,4,1
81.8,142.4,0.574,-60.59,6,8,1
54.92,36.39,1.509,18.53,1,4,0
93.45,263.34,0.355,-169.9,6,8,1
149.4,405.66,0.368,-256.26,23,5,1
70.94,57.67,1.23,13.27,10,1,0
138.9,170.47,0.815,-31.57,1,9,1
58.3,114.06,0.511,-55.76,8,8,1
17.66,9.86,1.791,7.8,4,1,0
38.59,48.53,0.795,-9.93,9,3,1
68.62,67.11,1.022,1.51,7,3,1
40.75,112.95,0.361,-72.2,37,5,1
10.03,26.1,0.384,-16.07,1,7,1
138.1,257.63,0.536,-119.53,16,1,1
128.14,218.48,0.587,-90.33,26,1,1
113.92,320.45,0.355,-206.53,44,10,1
33.49,94.37,0.355,-60.88,2,6,1
26.85,78.33,0.343,-51.48,10,5,1
19.46,12.43,1.566,7.04,1,3,0
111.36,81.69,1.363,29.68,9,3,0
140.03,297.88,0.47,-157.84,1,4,1
70.28,123.82,0.568,-53.54,25,10,1
26.68,9.33,2.858,17.35,1,2,0
81.73,38.2,2.14,43.54,10,9,0
58.84,158.73,0.371,-99.89,10,4,0
62.48,165.31,0.378,-102.83,49,10,1
96.99,122.65,0.791,-25.67,14,3,0
110.62,299.32,0.37,-188.7,4,10,1
25.48,48.5,0.526,-23.01,3,7,1
14.98,37.1,0.404,-22.11,1,9,1
149.21,216.96,0.688,-67.75,19,2,1
42.58,25.81,1.65,16.77,16,6,0
17.54,25.8,0.68,-8.26,13,5,1
36.58,56.14,0.652,-19.56,1,1,1
15.45,27.62,0.559,-12.17,20,7,1
64.85,37.94,1.709,26.91,14,1,0
122.34,364.17,0.336,-241.83,46,10,1
57.77,55.42,1.043,2.36,12,9,1
72.19,60.35,1.196,11.83,5,4,0
104.58,180.13,0.581,-75.55,6,8,1
81.25,142.22,0.571,-60.97,2,1,0
130.6,194.27,0.672,-63.67,17,5,1
131.24,312.9,0.419,-181.66,17,3,1
11.39,19.3,0.59,-7.91,3,4,1
118.93,231.45,0.514,-112.53,2,4,1
74.5,167.94,0.444,-93.43,1,8,1
148.44,54.56,2.721,93.88,34,10,0
77.65,142.94,0.543,-65.29,3,10,1
148.17,398.17,0.372,-250.0,5,3,1
115.64,40.12,2.882,75.52,4,1,0
44.8,62.46,0.717,-17.65,7,5,1
85.38,239.12,0.357,-153.75,17,2,1
148.9,186.65,0.798,-37.75,28,6,1
130.05,200.1,0.65,-70.04,2,4,1
23.63,69.72,0.339,-46.08,16,9,1
108.89,91.27,1.193,17.62,6,7,0
58.38,27.8,2.1,30.58,55,2,0
10.98,28.77,0.382,-17.79,4,7,1
66.49,175.85,0.378,-109.36,1,10,1
42.87,67.5,0.635,-24.63,10,8,1
124.64,210.44,0.592,-85.8,2,3,1
57.23,146.31,0.391,-89.08,1,3,1
125.85,288.72,0.436,-162.87,16,2,1
10.08,10.24,0.984,-0.16,18,1,0
53.09,18.35,2.893,34.74,8,3,0
43.76,69.81,0.627,-26.05,15,10,1
42.7,111.83,0.382,-69.13,10,7,1
19.55,53.14,0.368,-33.59,13,9,1
36.2,104.31,0.347,-68.12,12,9,1
87.78,234.79,0.374,-147.01,15,6,1
50.79,94.78,0.536,-43.99,3,6,1
68.44,102.68,0.666,-34.25,4,5,1
62.76,150.13,0.418,-87.37,8,2,1
132.63,304.71,0.435,-172.09,8,7,1
136.74,239.71,0.57,-102.96,20,1,1
79.01,42.33,1.866,36.68,6,6,0
56.22,157.44,0.357,-101.22,2,4,1
24.95,38.18,0.654,-13.23,4,3,1
143.48,183.79,0.781,-40.32,3,1,1
18.43,36.86,0.5,-18.43,18,6,1
51.67,109.51,0.472,-57.84,8,7,1
51.73,44.95,1.151,6.78,17,1,0
54.86,140.42,0.391,-85.56,7,1,1
33.0,35.73,0.924,-2.73,30,7,1
119.64,96.2,1.244,23.44,57,6,0
27.15,37.94,0.716,-10.79,15,7,1
98.89,224.72,0.44,-125.83,27,8,1
27.34,79.47,0.344,-52.13,9,8,1
19.87,49.39,0.402,-29.52,38,9,1
137.32,389.84,0.352,-252.52,24,9,1
36.62,24.89,1.471,11.73,67,7,0
124.98,61.51,2.032,63.47,13,9,0
86.25,155.75,0.554,-69.5,21,6,1
20.9,22.65,0.923,-1.75,10,9,1
143.76,364.55,0.394,-220.78,4,2,1
44.57,94.25,0.473,-49.67,6,2,1
130.35,380.75,0.342,-250.4,31,6,1
33.63,33.23,1.012,0.41,1,3,0
129.55,208.79,0.62,-79.24,12,2,1
11.85,19.6,0.605,-7.74,6,8,1
81.65,77.22,1.057,4.43,6,7,1
117.72,222.88,0.528,-105.16,30,8,1
140.87,210.87,0.668,-70.0,26,6,1
137.29,206.78,0.664,-69.49,12,9,1
124.75,159.6,0.782,-34.85,4,9,1
134.35,46.44,2.893,87.9,9,2,0
37.89,64.78,0.585,-26.89,7,10,1
49.79,60.0,0.83,-10.21,6,5,0
50.46,15.32,3.294,35.14,1,9,0
62.79,71.04,0.884,-8.25,10,3,1
65.06,68.47,0.95,-3.4,5,5,1
86.24,117.48,0.734,-31.24,15,8,1
32.38,21.24,1.524,11.14,5,2,0
106.77,178.39,0.599,-71.62,7,6,1
33.46,72.59,0.461,-39.13,1,4,1
53.44,106.97,0.5,-53.52,68,6,1
80.47,198.77,0.405,-118.3,9,3,1
121.5,184.73,0.658,-63.23,1,6,1
113.53,193.17,0.588,-79.64,10,7,1
100.37,249.74,0.402,-149.37,28,10,1
31.81,46.27,0.687,-14.47,20,3,1
86.59,190.0,0.456,-103.41,16,5,1
22.24,32.77,0.679,-10.53,2,8,1
62.83,89.72,0.7,-26.88,15,2,1
67.89,159.72,0.425,-91.83,20,7,1
15.57,12.02,1.295,3.55,11,1,0
48.36,58.72,0.824,-10.36,31,7,1
143.79,130.17,1.105,13.62,4,1,0
143.51,182.2,0.788,-38.69,3,4,1
59.33,54.7,1.085,4.63,28,4,0
16.03,29.89,0.536,-13.86,13,5,1
35.07,86.11,0.407,-51.03,1,2,0
64.91,157.33,0.413,-92.42,6,6,1
142.69,183.23,0.779,-40.55,27,6,1
29.77,88.4,0.337,-58.63,1,8,1
116.89,222.49,0.525,-105.6,1,10,1
25.22,34.76,0.725,-9.54,4,1,1
147.38,376.69,0.391,-229.31,34,4,1
63.43,144.02,0.44,-80.59,32,2,1
118.53,275.36,0.43,-156.82,10,8,1
57.96,48.08,1.205,9.88,11,4,0
97.87,153.12,0.639,-55.25,5,8,1
36.88,96.89,0.381,-60.01,3,2,1
30.44,50.56,0.602,-20.12,23,4,1
141.33,303.2,0.466,-161.87,1,9,1
138.47,261.35,0.53,-122.88,9,5,1
134.25,345.6,0.388,-211.35,14,6,1
97.56,104.23,0.936,-6.66,1,10,1
123.16,228.31,0.539,-105.15,10,9,1
19.67,12.44,1.58,7.22,12,9,0
56.87,123.04,0.462,-66.17,18,7,1
53.92,122.74,0.439,-68.82,3,2,1
98.99,41.15,2.406,57.84,4,7,1
59.83,127.13,0.471,-67.29,11,9,1
30.79,43.71,0.704,-12.92,57,2,1
93.51,59.38,1.575,34.12,3,7,0
124.01,177.8,0.697,-53.79,59,7,1
63.5,52.35,1.213,11.15,17,3,0
28.52,40.55,0.703,-12.03,24,6,1
37.54,50.21,0.748,-12.68,1,8,1
43.25,99.2,0.436,-55.95,5,10,1
51.99,124.27,0.418,-72.28,1,8,1
99.99,193.88,0.516,-93.89,6,3,1
94.13,34.01,2.768,60.13,55,6,0
107.45,302.34,0.355,-194.89,1,2,1
60.75,130.79,0.465,-70.03,11,2,1
125.36,49.18,2.549,76.18,1,8,0
38.57,96.85,0.398,-58.28,17,10,1
75.67,63.61,1.189,12.05,3,5,0
122.13,227.64,0.537,-105.51,1,5,1
35.22,54.94,0.641,-19.72,5,4,1
25.38,36.39,0.698,-11.0,20,10,1
133.72,361.33,0.37,-227.61,1,4,1
58.01,85.91,0.675,-27.9,3,8,1
105.74,53.23,1.986,52.51,1,3,0
13.55,38.69,0.35,-25.15,48,3,1
106.61,296.95,0.359,-190.34,12,8,1
54.25,116.54,0.466,-62.28,17,3,1
17.8,27.83,0.64,-10.03,14,2,1
95.37,52.52,1.816,42.85,2,5,0
43.71,106.44,0.411,-62.73,12,3,1
64.15,32.32,1.985,31.83,1,6,0
21.28,10.33,2.061,10.96,7,7,0
30.6,53.58,0.571,-22.98,11,3,1
51.72,37.87,1.365,13.84,11,9,0
22.57,7.24,3.117,15.33,1,10,0
137.52,198.35,0.693,-60.84,1,1,0
10.85,7.27,1.491,3.57,22,7,0
77.74,57.01,1.364,20.73,18,4,0
27.25,13.84,1.97,13.42,1,7,0
53.08,45.31,1.171,7.76,1,9,1
139.65,311.67,0.448,-172.02,31,9,1
32.64,81.07,0.403,-48.44,20,1,1
145.22,221.0,0.657,-75.78,77,10,1
38.81,64.73,0.6,-25.91,4,4,1
113.82,44.18,2.576,69.64,9,7,0
86.53,42.16,2.053,44.38,3,10,0
133.83,133.22,1.005,0.61,13,6,1
87.56,154.85,0.565,-67.29,1,9,1
84.84,194.86,0.435,-110.02,1,7,1
37.36,72.24,0.517,-34.88,1,3,1
33.27,45.21,0.736,-11.94,16,7,1
138.31,85.68,1.614,52.63,9,10,1
55.9,134.61,0.415,-78.71,13,5,1
62.09,79.62,0.78,-17.52,29,2,0
116.38,266.19,0.437,-149.82,18,10,1
57.44,96.78,0.593,-39.35,8,3,1
143.29,328.76,0.436,-185.47,58,6,1
113.31,311.57,0.364,-198.26,8,6,1
93.64,260.95,0.359,-167.31,1,7,1
133.33,232.62,0.573,-99.3,68,6,1
16.94,28.49,0.595,-11.54,1,9,1
45.99,46.79,0.983,-0.8,11,5,0
75.11,212.3,0.354,-137.19,5,5,1
41.78,64.19,0.651,-22.41,9,8,1
114.15,73.57,1.552,40.58,11,8,0
138.69,203.64,0.681,-64.95,3,1,1
69.33,44.58,1.555,24.75,11,3,0
57.9,95.93,0.604,-38.03,19,6,1
144.62,262.54,0.551,-117.93,4,6,1
72.28,87.6,0.825,-15.32,6,1,0
78.47,38.72,2.027,39.75,4,2,0
59.23,168.66,0.351,-109.43,24,10,1
137.34,327.97,0.419,-190.63,18,7,1
89.65,229.96,0.39,-140.31,28,1,1
116.7,150.61,0.775,-33.91,2,10,0
123.65,291.11,0.425,-167.46,1,5,1
57.86,93.18,0.621,-35.32,1,1,1
70.72,59.61,1.186,11.11,2,6,0
128.79,81.9,1.572,46.89,10,7,0
60.86,74.95,0.812,-14.1,49,8,0
121.15,81.34,1.489,39.81,6,3,0
141.74,424.55,0.334,-282.82,44,3,1
97.25,42.09,2.31,55.16,1,1,0
113.83,169.73,0.671,-55.9,36,3,1
122.71,186.6,0.658,-63.89,2,5,1
128.31,142.64,0.9,-14.33,34,6,1
65.31,120.34,0.543,-55.03,1,3,1
17.18,12.11,1.419,5.07,41,4,0
66.26,160.13,0.414,-93.87,3,5,1
104.33,124.94,0.835,-20.62,5,5,1
73.05,138.55,0.527,-65.5,9,9,1
114.85,256.38,0.448,-141.53,6,8,1
59.98,161.96,0.37,-101.99,15,1,1
98.86,252.76,0.391,-153.89,51,2,1
36.1,70.12,0.515,-34.02,13,5,1
114.91,154.98,0.741,-40.07,17,3,1
86.4,143.3,0.603,-56.91,1,7,1
38.57,91.62,0.421,-53.05,13,6,1
50.87,135.78,0.375,-84.92,8,2,1
114.81,66.61,1.724,48.19,30,8,0
77.56,103.87,0.747,-26.3,6,5,1
40.24,96.41,0.417,-56.16,15,6,1
145.42,213.1,0.682,-67.69,3,8,1
110.12,131.81,0.835,-21.69,4,6,1
144.0,203.12,0.709,-59.12,6,10,1
69.79,134.54,0.519,-64.75,5,3,1
76.51,229.5,0.333,-152.99,4,7,1
135.71,221.36,0.613,-85.65,1,4,1
83.51,72.06,1.159,11.45,25,6,0
109.02,80.64,1.352,28.38,1,6,0
45.3,18.77,2.413,26.53,30,5,0
72.54,131.21,0.553,-58.67,1,1,1
27.28,48.3,0.565,-21.02,1,8,1
38.84,33.17,1.171,5.67,11,10,1
10.13,22.06,0.459,-11.93,9,2,1
15.5,35.66,0.435,-20.16,9,4,1
146.82,146.76,1.0,0.06,11,3,1
43.93,53.99,0.814,-10.06,4,6,1
102.86,305.94,0.336,-203.08,15,1,1
127.47,167.06,0.763,-39.58,9,9,1
87.09,205.03,0.425,-117.94,5,5,1
31.44,47.86,0.657,-16.42,24,5,1
111.94,273.35,0.409,-161.42,18,4,1
94.04,223.46,0.421,-129.43,7,4,1
112.38,236.32,0.476,-123.94,26,1,1
117.76,307.12,0.383,-189.35,35,9,1
146.56,415.62,0.353,-269.06,10,9,1
90.3,168.49,0.536,-78.19,3,4,1
57.83,54.43,1.063,3.4,34,10,1
100.79,138.71,0.727,-37.93,2,10,1
19.58,45.97,0.426,-26.38,1,4,1
135.64,279.05,0.486,-143.42,5,7,1
26.71,20.84,1.282,5.88,18,4,0
55.9,24.5,2.281,31.4,35,1,0
124.2,266.29,0.466,-142.09,14,9,1
93.62,91.56,1.023,2.07,42,2,0
65.11,107.37,0.606,-42.26,1,5,1
76.28,176.68,0.432,-100.4,1,4,1
129.64,235.84,0.55,-106.2,12,8,1
57.6,30.24,1.905,27.37,47,6,0
131.75,105.54,1.248,26.21,9,7,0
22.34,19.93,1.121,2.41,1,2,0
118.75,118.3,1.004,0.45,3,4,0
128.66,235.0,0.547,-106.35,3,4,1
35.45,58.88,0.602,-23.43,5,2,1
70.25,59.61,1.179,10.64,1,10,1
33.17,16.0,2.073,17.17,32,4,0
108.92,83.09,1.311,25.83,10,9,0
84.95,251.26,0.338,-166.32,15,8,1
98.95,154.86,0.639,-55.91,1,1,0
37.51,99.09,0.379,-61.58,1,8,1
39.64,102.74,0.386,-63.1,12,9,1
15.81,26.58,0.595,-10.77,30,8,1
55.09,121.64,0.453,-66.55,10,10,1
88.36,72.5,1.219,15.87,29,1,0
130.11,280.87,0.463,-150.76,23,8,1
103.37,107.03,0.966,-3.66,1,5,1
70.96,180.69,0.393,-109.74,3,9,1
143.44,75.46,1.901,67.98,15,9,0
110.69,264.28,0.419,-153.59,8,6,1
140.22,79.9,1.755,60.32,4,3,0
83.86,224.68,0.373,-140.82,7,7,1
46.25,51.86,0.892,-5.61,8,3,0
17.4,35.95,0.484,-18.56,33,7,1
111.65,180.46,0.619,-68.81,1,8,1
26.98,34.78,0.776,-7.8,4,5,1
52.39,107.01,0.49,-54.63,10,5,1
84.55,241.66,0.35,-157.11,16,4,1
89.02,36.62,2.431,52.39,13,3,0
94.08,261.63,0.36,-167.55,39,8,1
33.28,64.71,0.514,-31.43,22,6,1
63.16,156.63,0.403,-93.47,11,6,1
96.41,128.84,0.748,-32.44,3,2,1
145.77,229.45,0.635,-83.67,8,4,1
111.87,295.99,0.378,-184.12,16,5,1
139.16,197.63,0.704,-58.46,25,10,1
116.71,203.49,0.574,-86.78,44,5,1
92.84,32.91,2.821,59.93,13,3,0
36.88,26.86,1.373,10.02,10,10,0
103.34,210.04,0.492,-106.7,1,5,1
97.27,217.49,0.447,-120.21,1,5,1
94.35,176.71,0.534,-82.37,2,2,1
78.57,53.97,1.456,24.6,1,5,0
84.01,126.24,0.666,-42.22,7,3,1
56.82,71.52,0.794,-14.7,5,3,1
82.7,135.49,0.61,-52.79,14,5,1
37.66,99.79,0.377,-62.13,10,9,1
122.72,293.9,0.418,-171.18,12,2,1
36.01,18.97,1.898,17.04,8,9,0
21.9,59.2,0.37,-37.31,4,3,1
71.07,111.85,0.635,-40.78,42,7,1
102.16,235.84,0.433,-133.67,1,1,1
71.28,48.34,1.475,22.94,39,1,0
48.75,102.9,0.474,-54.15,5,8,1
88.14,82.69,1.066,5.46,10,9,1
58.58,86.91,0.674,-28.33,1,3,1
140.6,48.58,2.894,92.02,1,6,0
139.17,98.72,1.41,40.45,7,3,0
80.33,44.07,1.823,36.26,18,6,0
55.9,52.96,1.056,2.95,4,7,1
113.2,64.53,1.754,48.67,11,5,0
15.14,32.83,0.461,-17.69,4,3,1
76.47,28.94,2.643,47.53,6,8,0
57.09,112.34,0.508,-55.25,33,5,1
138.88,94.42,1.471,44.45,27,1,0
11.68,33.31,0.351,-21.63,10,9,1
87.39,246.39,0.355,-159.0,3,3,1
113.69,103.33,1.1,10.36,3,2,0
77.9,152.61,0.51,-74.7,43,3,1
21.96,8.25,2.662,13.71,3,7,0
146.14,411.52,0.355,-265.37,23,10,1
82.52,141.28,0.584,-58.76,6,8,1
95.99,40.0,2.4,55.99,59,2,0
43.13,52.82,0.816,-9.69,6,7,1
77.69,39.43,1.97,38.26,6,5,0
70.08,95.38,0.735,-25.3,14,9,1
20.49,43.2,0.474,-22.71,45,7,1
24.86,39.0,0.637,-14.14,52,1,0
127.25,170.01,0.748,-42.76,17,1,1
43.57,27.09,1.608,16.48,19,6,0
37.29,35.85,1.04,1.44,11,9,1
80.69,46.02,1.753,34.66,19,1,0
117.62,291.74,0.403,-174.11,27,3,1
18.67,12.42,1.503,6.25,9,5,0
90.75,173.11,0.524,-82.36,13,4,1
26.69,32.71,0.816,-6.02,10,1,0
15.1,13.75,1.099,1.36,11,10,1
17.38,35.23,0.493,-17.85,30,4,1
126.78,194.47,0.652,-67.69,6,4,1
26.52,36.6,0.724,-10.09,3,10,1
16.32,31.02,0.526,-14.7,8,4,1
71.31,115.97,0.615,-44.67,3,3,1
128.16,143.46,0.893,-15.3,9,7,1
46.74,84.57,0.553,-37.83,32,1,1
69.04,145.51,0.474,-76.47,13,2,1
15.59,5.8,2.688,9.79,27,1,0
72.87,113.52,0.642,-40.65,2,4,1
90.87,41.41,2.194,49.45,32,5,0
89.93,72.24,1.245,17.69,12,10,1
56.54,102.53,0.551,-45.99,1,5,1
54.17,142.95,0.379,-88.78,14,2,1
24.93,66.89,0.373,-41.97,42,3,1
61.35,29.99,2.046,31.36,1,4,0
23.93,34.26,0.699,-10.33,12,10,1
117.32,219.88,0.534,-102.55,34,6,1
145.28,101.27,1.435,44.01,1,6,0
145.81,345.08,0.423,-199.27,13,2,1
131.11,302.79,0.433,-171.68,9,2,1
94.11,257.77,0.365,-163.66,5,9,1
